,Company,Link,Pitch,Joined,Location,Market,Website,Employees,Stage,Total_raised
3236,Signatures Capital,https://angel.co/signatures-capital,Supporting founders committed to inventing the future.,Jan ’15,San Francisco,Venture Capital,signaturescapital.com,1-10,-,-
3237,Staffly,https://angel.co/staffly,On-demand Retail Staffing Marketplace,Sep ’15,San Francisco,Business Services,Staffly.com,1-10,Seed,"$2,610,000"
3238,Plate IQ,https://angel.co/plateiq,Redefining restaurant operations (YC S15),Aug ’15,San Francisco,Predictive Analytics,plateiq.com,11-50,Seed,"$5,300,000"
3239,Shred Video,https://angel.co/shred-video,1-button video editing,Nov ’15,San Francisco,Artificial Intelligence,shredvideo.com,,-,-
3240,Bit.ly,https://angel.co/bit-ly,,Jan ’12,-,-,bit.ly,51-200,Acquired,"$94,400,000"
3241,Radius Agent,https://angel.co/radiusagent,Social Network for Real Estate Agents and Brokers,Jun ’14,Broomfield,Private Social Networking,radiusagent.com,11-50,Series A,"$6,450,000"
3242,Symphony,https://angel.co/symphony-3,The secure collaboration and workflow technology company,Oct ’14,Palo Alto,Messaging,symphony.com,201-500,,"$366,000,000"
3243,BrightCrowd,https://angel.co/brightcrowd,The Smarter Professional Network,Oct ’14,Redwood City,Q&A,brightcrowd.com,1-10,-,-
3244,Lyte,https://angel.co/lyte,,Oct ’14,San Francisco,Ticketing,lyte.com,11-50,-,-
3245,Gyroscope,https://angel.co/gyroscope,A new OS for the human body,Oct ’14,San Francisco,Fitness,gyrosco.pe,1-10,-,-
3246,Rhumbix,https://angel.co/rhumbix,Field Construction Productivity Solutions,Dec ’14,San Francisco,Industrial,rhumbix.com,11-50,Series D,"$12,260,000"
3247,ShineOn.com,https://angel.co/shineonjewelry,ShineOn is an e-commerce platform that empowers the creation and sale of jewelry.,Oct ’15,Brooklyn,E-Commerce Platforms,shineon.com,11-50,-,-
3248,Gridspace,https://angel.co/gridspace,Software that understands and automates real-time conversation,Nov ’14,San Francisco,Deep Learning,gridspace.com,11-50,-,-
3249,Untrodden,https://angel.co/untrodden,"An online treasure chest to places less-explored, starting with lodging. ",Oct ’14,San Francisco,Curated Web,untrodden.com,1-10,-,-
3250,Superhuman,https://angel.co/superhuman,The fastest email experience ever made. Sign up now for VIP access.,Aug ’15,San Francisco,SaaS,superhuman.com,11-50,-,-
3251,Current Labs,https://angel.co/current-labs,Tools for managing aquatic ecosystems,Jan ’15,San Francisco,Experience Design,currentlabs.io,1-10,-,-
3252,Bezar,https://angel.co/bezar,The Design Marketplace,Nov ’15,New York City,Marketplaces,bezar.com,,-,-
3253,Replicated,https://angel.co/replicated,"Private SaaS, as a service",May ’15,Los Angeles,Docker,replicated.com,1-10,Series A,"$6,500,000"
3254,TourBook,https://angel.co/tourbook,TourBook is a new way for commercial real estate brokers to work with their clients. ,Jan ’15,San Francisco,Commercial Real Estate,tourbookapp.com,1-10,-,-
3255,Brick & Mortar Ventures,https://angel.co/brick-mortar-ventures,Investing in Technology for the Built World,Jan ’15,San Francisco,Hospitality,brickmortar.vc,1-10,-,-
3256,Drive Motors,https://angel.co/drive-motors,Online checkout for car dealerships (Y Combinator W2016),Mar ’15,San Francisco,Mobile Commerce,drivemotors.com,11-50,-,-
3257,Parlio (acq. by Quora),https://angel.co/parlio,A global online community discussing what matters.,Jan ’15,Palo Alto,Blogging Platforms,parlio.com,1-10,-,-
3258,Reach Capital,https://angel.co/reach-capital,,Feb ’16,-,-,reachcap.com,,-,-
3259,Rippling,https://angel.co/rippling,"HR, IT & Operations. Everything your employees need, in one place.",Apr ’17,San Francisco,-,rippling.com,51-200,Seed,"$7,500,000"
3260,Giant Swarm,https://angel.co/giant-swarm,Managed Kubernetes Anywhere,Jul ’14,Cologne,Cloud Infrastructure,giantswarm.io,11-50,Seed,"$2,335,000"
3261,ParkiFi,https://angel.co/parkifi,Real Time Parking Spot Occupancy Plaftorm,Sep ’14,Boulder,Mobile Payments,parkifi.com,,Acquired,"$9,500,000"
3262,Talkray,https://angel.co/talkray,Messaging and Calling App,Sep ’14,Redwood City,Messaging,talkray.com,1-10,-,-
3263,Zinc,https://angel.co/zinc-technologies,An Ecommerce Plumbing Company (YC W14),Sep ’14,San Francisco,B2B,zinc.io,11-50,-,-
3264,Spruce Health,https://angel.co/spruce-health,Modern healthcare delivery,Dec ’14,San Francisco,-,sprucehealth.com,11-50,Series A,"$17,000,000"
3265,Clubhouse Software,https://angel.co/clubhouse-software,Project management tools you’ll actually enjoy using.,Sep ’14,New York City,Product Management,clubhouse.io,1-10,,"$4,000,000"
3266,Lunar Wireless,https://angel.co/lunar-labs,Mobile without a monthly bill.,Sep ’14,Detroit,Telecommunications,lunarwireless.com,1-10,Seed,"$4,400,000"
3267,AspireIQ,https://angel.co/aspireiq,The leading influencer platform for producing branded creative at scale. ,Oct ’14,San Francisco,Social Media Marketing,aspireiq.com,51-200,Seed,"$2,400,000"
3268,Vita-Mix,https://angel.co/vita-mix,,Oct ’14,-,-,,,-,-
3269,FG Angels Syndicate Fund III,https://angel.co/fg-angels-syndicate-fund-iii,"1 Investment, 15 deals from FG Angels",Oct ’14,-,-,angel.co,,-,-
3270,Channel,https://angel.co/channel-app,Watch the world.,Oct ’14,San Francisco,Video Streaming,channel.wtf,11-50,Seed,"$8,200,000"
3271,KohFounders,https://angel.co/kohfounders,"KohFounders is a pre seed fund focused on emerging ecosystems. The team, advisors and investors have helped build and have experience at companies including Facebook, Sequoia Capital, Google, Snapchat, Groupon, Zynga, Kabam, ebay, uber, etc.  ",Oct ’14,-,-,kohfounders.com,11-50,-,-
3272,v1.vc,https://angel.co/v1-vc,Seed-stage venture capital fund based in Boulder and San Francisco,Nov ’15,Boulder,Hardware + Software,v1.vc,1-10,-,-
3273,Shinesty,https://angel.co/shinesty,Irreverent fashion for events year round. ,Oct ’14,Boulder,Fashion,shinesty.com,11-50,,"$330,000"
3274,Wevorce,https://angel.co/wevorce,Changing Divorce For Good,Nov ’14,San Francisco,Legal,wevorce.com,,Seed,"$6,400,000"
3275,Carbon Robotics,https://angel.co/carbon-robotics,Democratizing advanced robotics. ,Nov ’14,San Francisco,Robotics,carbon.ai,1-10,-,-
3276,Spoil,https://angel.co/spoil,Gifting for the Snapchat Generation,Nov ’14,San Francisco,Ecommerce,spoil.co,1-10,-,-
3277,Snowball,https://angel.co/snowball-2,All your mobile messages in one place,Nov ’14,San Francisco,Operating Systems,trysnowball.com,1-10,Seed,"$2,300,000"
3278,Opstarts,https://angel.co/opstarts,Planning and forecasting without spreadsheets,Nov ’14,San Francisco,B2B,opstarts.com,,-,-
3279,NURX,https://angel.co/nurx,"Medication, Prescribed and Delivered",Nov ’14,San Francisco,Young Adults,nurx.co,11-50,Series A,"$5,300,000"
3280,Zen99,https://angel.co/zen99,Finance and insurance tools for freelancers,Aug ’14,San Francisco,-,tryzen99.com,1-10,Seed,"$2,500,000"
3281,FLIP,https://angel.co/flip,eBay for the snapchat generation,Aug ’14,-,Ephemeral ,JustFlip.com,1-10,-,-
3282,Dia&Co,https://angel.co/dia-co,Dia&Co is the leading personalized styling service for women who wear sizes 14+.,Sep ’14,Los Angeles,Retail Technology,dia.com,501-1000,Series A,"$20,000,000"
3283,AngelList Consumer Fund I,https://angel.co/consumer-fund,A diversified portfolio of consumer technology investments,Sep ’14,San Francisco,Consumer Internet,angel.co,,-,-
3284,Dwell,https://angel.co/dwell,Connecting the modern world.,Aug ’14,San Francisco,Interest Graph,dwell.com,11-50,Series A,"$4,800,000"
3285,Growbot,https://angel.co/growbot,Employee engagement in Slack,Sep ’14,San Francisco,Messaging,growbot.io,1-10,Seed,"$2,000,000"
3286,Thrive Agritech,https://angel.co/thrive-agritech,Better LED Horticultural Lighting through Technology,Sep ’15,New York City,Energy Efficiency,thriveagritech.com,11-50,,"$3,100,000"
3287,Konsus,https://angel.co/konsushq,On-Demand Business Support,Feb ’16,Palo Alto,B2B,konsus.com,51-200,Seed,"$1,500,000"
3288,The Mighty,https://angel.co/the-mighty,A platform that empowers and connects people facing health challenges and disabilities.,Sep ’14,Los Angeles,Digital Health,themighty.com,11-50,Seed,"$8,200,000"
3289,Classkick,https://angel.co/classkick,"Student Feedback - Better, Faster, Together",Oct ’14,Chicago,K-12 Education,classkick.com,1-10,Seed,"$1,600,000"
3290,Grabble,https://angel.co/grabble,Mobile Commerce Platform b2b and award winning b2c ,Oct ’14,London,Mobile Commerce,grabble.com,11-50,,"£2,100,000"
3291,Cloudstitch,https://angel.co/cloudstitch,A web development platform that uses your office suite as the back-end,Oct ’14,San Francisco,Web Design,cloudstitch.com,1-10,Acquired,-
3292,GitPrime,https://angel.co/gitprime,Productivity analytics for software teams,Oct ’14,Mountain View,Big Data Analytics,gitprime.com,11-50,Seed,"$800,000"
3293,Descartes Labs,https://angel.co/descartes-labs,Modeling complex systems on the planet,Apr ’15,Los Alamos,Agriculture,descarteslabs.com,,Seed,"$8,300,000"
3294,Zensight,https://angel.co/zensight,Artificial intelligence for sales professionals,Dec ’14,Boston,Sales Automation,zensight.ai,1-10,Acquired,-
3295,Roomblocker,https://angel.co/roomblocker,Hotel booking for groups and events (YC S15),Nov ’14,San Francisco,Hospitality,Roomblocker.com,,,"$120,000"
3296,Bento,https://angel.co/bento-2,Delicious Asian food,Feb ’15,San Francisco,Mobile Commerce,bentonow.com,1-10,,"$1,500,000"
3297,CTRL+Console,https://angel.co/ctrl-console,Computer interface for the 21st Century,Jan ’15,Boulder,Creative Industries,ctrlconsole.com,1-10,,"$261,000"
3298,HOOKED,https://angel.co/hookedapp,Machine learning for storytelling,Jul ’15,San Francisco,Digital Entertainment,hooked.co,11-50,Series A,"$15,150,000"
3299,Framer,https://angel.co/framer,The best way to create interactive designs from start to finish.,Nov ’14,Amsterdam,Developer Tools,framer.com,11-50,Series A,"$9,300,000"
3300,Dragoneer Investment Group,https://angel.co/dragoneer-investment-group,,Aug ’14,San Francisco,-,-,-,-,-
3301,Noteleaf,https://angel.co/noteleaf,,Aug ’14,Palo Alto,Meeting Software,noteleaf.com,-,-,-
3302,Orphidia,https://angel.co/orphidia,Universal Platform For All Blood Tests,Aug ’14,San Francisco,Medical Devices,orphidia.com,11-50,Seed,"$1,805,000"
3303,Blockstream,https://angel.co/blockstream,Blockstream solves problems that undermine trust in today's financial systems.,Sep ’14,Mountain View,Data Security,blockstream.com,11-50,Series A,"$76,000,000"
3304,Growbots,https://angel.co/growbots,Outbound sales. 5 minutes a day. In one place,Sep ’14,San Francisco,Lead Generation,growbots.com,51-200,Seed,"$3,100,000"
3305,Make School,https://angel.co/make-school,College designed for the 21st century,Sep ’14,San Francisco,Education,makeschool.com,11-50,Seed,"$4,375,000"
3306,Bikanta,https://angel.co/bikanta,Nanodiamonds Redefining Imaging for Cancer Detection,Dec ’14,Berkeley,-,bikanta.com,1-10,-,-
3307,Huckle,https://angel.co/huckle,Start your own live group chats with just a Tweet,Sep ’14,San Francisco,Messaging,HuckleApp.com,1-10,Seed,"$850,000"
3308,Evolution Equity Partners,https://angel.co/evolution-equity-partners,Venture Capital Firm,Oct ’15,New York City,-,evolutionequity.com,1-10,-,-
3309,harvest.ai,https://angel.co/harvest-ai,Stop data theft before it happens,Sep ’14,San Diego,Predictive Analytics,harvest.ai,11-50,Acquired,"$21,300,000"
3310,Supply Chain Connect,https://angel.co/supply-chain-connect,,Mar ’17,Newport News,E-Commerce,supplychainconnect.com,-,-,-
3311,Liveli,https://angel.co/liveli,Automate your Hiring.,Mar ’15,San Francisco,Small and Medium Businesses,liveli.co,11-50,Acquired,-
3312,Skyfront,https://angel.co/skyfront,"Long-endurance, hybrid-electric drone aircraft",Sep ’14,San Francisco Bay Area,Robotics,skyfront.com,,,"$120,000"
3313,Mona,https://angel.co/shopwithmona,The world's smartest personal shopping assistant (Techstars NYC '15),Jul ’15,Seattle,Mobile Commerce,monahq.com,1-10,-,-
3314,Barricade,https://angel.co/barricade,Early warning system against hackers,Nov ’14,Austin,Technology,barricade.io,11-50,Seed,"$1,200,000"
3315,MoveWith,https://angel.co/movewith,Your Personal Audio Fitness Studio,Sep ’14,San Francisco,Fitness,movewith.com,1-10,Seed,"$4,250,000"
3316,Liucrative Endeavors,https://angel.co/liucrative-endeavors,Strategy and investment firm,Sep ’14,San Francisco,IaaS,,1-10,-,-
3317,Chain,https://angel.co/chain-com,Ledger infrastructure for modern applications,Oct ’14,San Francisco,Developer APIs,chain.com,11-50,Seed,"$43,700,000"
3318,Andy OS,https://angel.co/andy-os,An Android platform that connects mobile and desktop,Oct ’14,San Francisco,Android,andyroid.net,1-10,,"$3,000,000"
3319,fuzzy.ai,https://angel.co/fuzzy-ai,Easy Machine Learning for Developers,Dec ’14,San Francisco,Developer APIs,fuzzy.ai,1-10,-,-
3320,MUBI,https://angel.co/mubi,Curated Film Streaming Service ,Oct ’10,San Francisco,Film,mubi.com,51-200,Series D,"$27,050,000"
3321,NGDATA,https://angel.co/ngdata,Experience The Difference,Oct ’12,Gent,Customer Experience,ngdata.com,51-200,Series B,"$25,400,000"
3322,Stream,https://angel.co/stream,"Stream is an API for building, scaling and personalizing feeds.",Sep ’14,Boulder,SaaS,getstream.io,11-50,Series A,"$4,750,000"
3323,Livongo Health,https://angel.co/livongo-health,,Sep ’14,Chicago,-,livongo.com,-,Series B,"$74,500,000"
3324,Liveli,https://angel.co/liveli,Automate your Hiring.,Mar ’15,San Francisco,Small and Medium Businesses,liveli.co,11-50,Acquired,-
3325,Skydio,https://angel.co/skydio,The self-flying camera has arrived,Oct ’14,Redwood City,Robotics,skydio.com,51-200,Series B,"$70,000,000"
3326,MightySignal,https://angel.co/mightysignal,Providing critical insights into the mobile ecosystem,Oct ’14,San Francisco,B2B,mightysignal.com,1-10,,"$1,200,000"
3327,Acre Designs,https://angel.co/acre-designs,Beautiful - Smart - Homes,Dec ’14,Mountain View,Construction,acredesigns.com,1-10,Seed,"$1,362,000"
3328,Razorpay,https://angel.co/razorpay,A One Stop modern online payment gateway for India,Mar ’15,Bengaluru,Mobile Payments,razorpay.com,51-200,,"$11,500,000"
3329,ROSS Intelligence,https://angel.co/ross-intelligence,Siri for the law. We provide cited answers to natural language legal questions.,Jan ’15,Palo Alto,Legal,rossintelligence.com,1-10,-,-
3330,Allay,https://angel.co/allay,A modeling and quoting platform for self insured health plans. (AngelPad#8) ,Jan ’15,San Francisco,Insurance,allay.io,11-50,Seed,"$3,400,000"
3331,UK Technology by Flight Ventures,https://angel.co/flight-vc-uk,Investing in early stage companies ,Dec ’14,London,Consumer,angel.co,1-10,-,-
3332,SIZZLE,https://angel.co/onsizzle,Search and Share Any Meme,Jan ’15,San Francisco,Computer Vision,onsizzle.com,1-10,-,-
3333,SpringRole,https://angel.co/springrole,Professional Network on the blockchain,Feb ’15,Santa Monica,Blockchains,springrole.com,11-50,Seed,"$250,000"
3334,Grapevine,https://angel.co/grapevine,Global Influencer Marketing Ecosystem,Dec ’14,Boston,Advertising Platforms,grapevinelogic.com,11-50,Seed,"$1,100,000"
3335,ICE,https://angel.co/ice,The International Conclave of Entrepreneurs,Dec ’14,London,Entrepreneurs,angel.co,51-200,-,-
3336,JOANY,https://angel.co/hellojoany,"Health Insurance, Simple and Transparent",Dec ’14,Los Angeles,Insurance,joany.com,11-50,Series A,"$18,950,000"
3337,Lookup,https://angel.co/lookupto,The Local Shopping Network.,Dec ’14,Delhi,Messaging,lookup.to,51-200,Acquired,"$2,882,000"
3338,Marketplaces by Flight.vc,https://angel.co/marketplace-syndicate,"Online marketplaces have among the best network effects, revenue and profit models.",Dec ’14,San Francisco,Marketplaces,hi.com,,-,-
3339,ThermoGenesis Group,https://angel.co/thermogenisis-group,Cloud-connected treadmill desks and standing desks,Jan ’15,Grand Rapids,Fitness,imovr.com,11-50,-,-
3340,reMail,https://angel.co/remail,,Jan ’12,-,Messaging,remail.com,-,Acquired,-
3341,Phasor,https://angel.co/phasor,broadband on the move,Jan ’12,Washington DC,Communications Hardware,phasorsolutions.com,11-50,-,"$18,200,000"
3342,Auctomatic,https://angel.co/auctomatic,,Aug ’12,San Francisco,Auctions,auctomatic.com,1-10,Acquired,"$5,000,000"
3343,Jeeran,https://angel.co/jeeran,Local discovery based on community reviews,Apr ’12,"Jordan, JO",Crowdsourcing,jeeran.com,11-50,Seed,-
3344,Digital Garage,https://angel.co/digital-garage,,Feb ’14,Tokyo,Investment Management,garage.co.jp,11-50,-,-
3345,FOBO,https://angel.co/fobo-1,"The fastest, easiest way to sell your electronics",Nov ’13,San Francisco,Hardware + Software,fobo.net,1-10,Acquired,"$2,600,000"
3346,Azuki Systems,https://angel.co/azuki-systems,,Jan ’12,Acton,Video Streaming,azukisystems.com,,Acquired,"$28,100,000"
3347,Watsi,https://angel.co/watsi,Building technology to finance healthcare for everyone,Jul ’13,Remote,Crowdfunding,watsi.org,11-50,Seed,"$1,200,000"
3348,Battlefy,https://angel.co/battlefy,"The easiest way to start, manage, and find esports tournaments",May ’13,Vancouver,Fantasy Sports,battlefy.com,11-50,Seed,"$3,700,000"
3349,Moxxly,https://angel.co/moxxly,boss products for women,Mar ’15,San Francisco,Internet of Things,moxxly.com,1-10,Acquired,-
3350,London Bridge Ventures,https://angel.co/london-bridge-ventures,Investing in global innovations with a global vision,Jan ’15,London,-,londonbridgeventures.com,1-10,-,-
3351,Instaread,https://angel.co/instaread,Making access to information more efficient through audio!,Jan ’15,San Francisco,Mobile Commerce,instaread.co,11-50,Seed,"$1,675,000"
3352,Paid,https://angel.co/paid-labs,Autopilot for Accounts Receivable,Jan ’15,San Francisco,Developer APIs,paidlabs.com,1-10,-,-
3353,Zipline,https://angel.co/retailzipline,Real-time Operations for Retail,Jan ’15,San Francisco,Retail Technology,retailzipline.com,11-50,-,-
